,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
391,391,SOAS University of London ,28.5,https://www.topuniversities.com/universities/soas-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_small.jpg,346,31.1,309,33.9,288,35.1,296,37.8,252,40.6,51.52235,-0.129259,"51.52235,-0.129259",28.5
392,391,Universidad de Palermo (UP),28.5,https://www.topuniversities.com/universities/universidad-de-palermo,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_small.jpg,377,29,383,28.8,420,27.1,431-440,,441-450,,-34.5973151,-58.4158971,"-34.5973151,-58.4158971",28.5
393,393,Peter the Great St. Petersburg Polytechnic University,28.4,https://www.topuniversities.com/universities/peter-great-st-petersburg-polytechnic-university,Russia,St. Petersburg,Europe,https://www.topuniversities.com/sites/default/files/peter-the-great-st.-petersburg-polytechnic-university_592560cf2aeae70239af52ed_small.jpg,401,28,439,26.2,404,28,401-410,,411-420,,60.0076235,30.3731954,"60.0076235,30.3731954",28.4
394,393,Ruhr-Universität Bochum,28.4,https://www.topuniversities.com/universities/ruhr-universitat-bochum,Germany,Bochum,Europe,https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg,439,26,432,26.7,372,29.6,401-410,,451-460,,51.4468863,7.2617049,"51.4468863,7.2617049",28.4
395,395,Indian Institute of Technology Guwahati (IITG),28.3,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg,India,Guwahati,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg,470,25.1,491,24.3,472,25,501-550,,481-490,,26.1878083,91.6915834,"26.1878083,91.6915834",28.3
396,395,National Research Tomsk Polytechnic University,28.3,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university,Russia,,Europe,https://www.topuniversities.com/sites/default/files/national-research-tomsk-polytechnic-university_14158_small.jpg,401,28,387,28.7,373,29.4,386,31.3,400,30.3,56.4654083,84.9499309,"56.4654083,84.9499309",28.3
397,395,Pontificia Universidad Catolica del Peru,28.3,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/210825042529am231772Isotipo-PUCP-200x200-48x48.jpg,,,,,,,,,,,-12.069512,-77.0793592,"-12.069512,-77.0793592",28.3
398,398,Pakistan Institute of Engineering and Applied Sciences (PIEAS),28.2,https://www.topuniversities.com/universities/pakistan-institute-engineering-applied-sciences-pieas,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/pakistan-institute-of-engineering-and-applied-sciences-pieas_592560cf2aeae70239af532f_small.jpg,373,29.2,375,29.2,397,28.2,,,,,33.6531554,73.2604308,"33.6531554,73.2604308",28.2
399,399,University of the Philippines,28.1,https://www.topuniversities.com/universities/university-philippines,Philippines,Quezon City,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,396,28.2,356,30.7,384,28.8,367,32.9,374,31.5,14.6549715,121.0651503,"14.6549715,121.0651503",28.1
400,400,Indian Institute of Technology Roorkee (IITR),28,https://www.topuniversities.com/universities/indian-institute-technology-roorkee-iitr,India,Roorkee,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-roorkee-iitr_287_small.jpg,383,28.7,383,28.8,381,29,431-440,,399,30.4,29.8648744,77.8964583,"29.8648744,77.8964583",28
401,400,Universidad Austral,28,https://www.topuniversities.com/universities/universidad-austral,Argentina,Pilar,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,443,25.9,400,28.2,367,29.9,331,35.3,308,36.2,-34.455733,-58.859075,"-34.455733,-58.859075",28
402,400,Vilnius University ,28,https://www.topuniversities.com/universities/vilnius-university,Lithuania,Vilnius,Europe,https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,423,27,458,25.5,488,24.1,401-410,,481-490,,54.6825757,25.2876469,"54.6825757,25.2876469",28
403,403,Czech Technical University in Prague,27.9,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,432,26.4,498,24.2,531-540,,491-500,,501-550,,50.1030364,14.3912841,"50.1030364,14.3912841",27.9
