,rank_2022,university,score_2022,link,country,city,region,logo,rank_2021,score_2021,rank_2020,score_2020,rank_2019,score_2019,rank_2018,score_2018,rank_2017,score_2017,Latitude,Longitude,Location,score_2022_2
958,801-1000,University of Mississippi,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,601-650,,34.3647349,-89.5383818,"34.3647349,-89.5383818",
959,801-1000,"University of Missouri, Kansas City",,https://www.topuniversities.com/universities/university-missouri-kansas-city,United States,Kansas City,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-kansas-city_592560cf2aeae70239af52c8_small.jpg,,,,,,,,,,,39.0333662,-94.5777618,"39.0333662,-94.5777618",
960,801-1000,University of Murcia,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,38.018751,-1.16938,"38.018751,-1.16938",
961,801-1000,University of Naples Parthenope,,https://www.topuniversities.com/universities/university-naples-parthenope,Italy,Naples,Europe,https://www.topuniversities.com/sites/default/files/naples45.jpg,,,,,,,,,,,40.8375178,14.2531103,"40.8375178,14.2531103",
962,801-1000,University of New England Australia,,https://www.topuniversities.com/universities/university-new-england-australia,Australia,Armidale,Oceania,https://www.topuniversities.com/sites/default/files/university-of-new-england-australia_592560cf2aeae70239af4dd3_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,-30.4899535,151.6410199,"-30.4899535,151.6410199",
963,801-1000,University of New Hampshire,,https://www.topuniversities.com/universities/university-new-hampshire,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,801-1000,,801-1000,,751-800,,751-800,,601-650,,43.138948,-70.9370252,"43.138948,-70.9370252",
964,801-1000,University of Palermo,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,38.1174347,13.3700307,"38.1174347,13.3700307",
965,801-1000,University of Parma,,https://www.topuniversities.com/universities/university-parma,Italy,Parma,Europe,https://www.topuniversities.com/sites/default/files/university-of-parma_592560cf2aeae70239af536e_small.jpg,801-1000,,801-1000,,,,,,,,44.8007887,10.3259012,"44.8007887,10.3259012",
966,801-1000,University of Patras,,https://www.topuniversities.com/universities/university-patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,751-800,,701-750,,701-750,,701-750,,651-700,,38.28923,21.785369,"38.28923,21.785369",
967,801-1000,University of Salerno,,https://www.topuniversities.com/universities/university-salerno,Italy,Fisciano,Europe,https://www.topuniversities.com/sites/default/files/university-of-salerno_592560cf2aeae70239af51f9_small.jpg,801-1000,,801-1000,,,,,,,,40.7713104,14.7907155,"40.7713104,14.7907155",
968,801-1000,University of Salford,,https://www.topuniversities.com/universities/university-salford,United Kingdom,Salford,Europe,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,801-1000,,801-1000,,751-800,,751-800,,701+,,53.4846984,-2.27125,"53.4846984,-2.27125",
969,801-1000,University of Santo Tomas,,https://www.topuniversities.com/universities/university-santo-tomas,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,14.6099081,120.9894336,"14.6099081,120.9894336",
970,801-1000,University of Seoul ,,https://www.topuniversities.com/universities/university-seoul,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,751-800,,651-700,,651-700,,651-700,,601-650,,37.5838657,127.0587771,"37.5838657,127.0587771",
971,801-1000,University of Texas at San Antonio,,https://www.topuniversities.com/universities/university-texas-san-antonio,United States,San Antonio,North America,https://www.topuniversities.com/sites/default/files/university-of-texas-at-san-antonio_592560cf2aeae70239af5379_small.jpg,,,,,,,,,,,29.5827351,-98.6189053,"29.5827351,-98.6189053",
972,801-1000,University of Tulsa,,https://www.topuniversities.com/universities/university-tulsa,United States,Tulsa,North America,https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,751-800,,701-750,,701-750,,751-800,,701+,,36.1520526,-95.9460753,"36.1520526,-95.9460753",
973,801-1000,University of Tyumen,,https://www.topuniversities.com/universities/university-tyumen,Russia,Tyumen,Europe,https://www.topuniversities.com/sites/default/files/university-of-tyumen_592560cf2aeae70239af582a_small.jpg,,,,,,,,,,,57.1594174,65.5314708,"57.1594174,65.5314708",
974,801-1000,University of Wisconsin Milwaukee ,,https://www.topuniversities.com/universities/university-wisconsin-milwaukee,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-milwaukee-_592560cf2aeae70239af5346_small.jpg,,,,,,,,,,,43.078263,-87.8819686,"43.078263,-87.8819686",
975,801-1000,University of Wroclaw,,https://www.topuniversities.com/universities/university-wroclaw,Poland,Wroclaw,Europe,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,51.1140053,17.034463,"51.1140053,17.034463",
976,801-1000,University of Wyoming,,https://www.topuniversities.com/universities/university-wyoming,United States,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,801-1000,,701-750,,651-700,,701-750,,701+,,41.3148754,-105.5665744,"41.3148754,-105.5665744",
977,801-1000,University of the Punjab,,https://www.topuniversities.com/universities/university-punjab,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-punjab_592560cf2aeae70239af4f07_small.jpg,801-1000,,801-1000,,801-1000,,,,,,31.4789841,74.2661627,"31.4789841,74.2661627",
978,801-1000,University of the West of England,,https://www.topuniversities.com/universities/university-west-england,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-the-west-of-england_592560cf2aeae70239af4d23_small.jpg,801-1000,,751-800,,,,,,,,51.5006497,-2.5474318,"51.5006497,-2.5474318",
979,801-1000,University of Žilina,,https://www.topuniversities.com/universities/university-zilina,Slovakia,Zilina,Europe,https://www.topuniversities.com/sites/default/files/university-of-zilina_592560df9988f300e23208a4_small.jpg,,,,,,,,,,,49.20326195,18.75524788,"49.20326194615256,18.755247875565082",
980,801-1000,Universit_ degli Studi di Udine,,https://www.topuniversities.com/universities/universit%C3%A0-degli-studi-di-udine,Italy,Udine,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-udine_592560cf2aeae70239af5a33_small.jpg,801-1000,,801-1000,,,,,,,,46.0710668,13.2345794,"46.0710668,13.2345794",
981,801-1000,Universit_ degli studi Roma Tre,,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,41.8619843,12.4795632,"41.8619843,12.4795632",
982,801-1000,Universität Duisburg-Essen,,https://www.topuniversities.com/universities/universitat-duisburg-essen,Germany,Duisburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg,751-800,,601-650,,601-650,,601-650,,601-650,,51.4280168,6.8012263,"51.4280168,6.8012263",
983,801-1000,Université Toulouse 1 Capitole,,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,43.606664,1.4368769,"43.606664,1.4368769",
984,801-1000,Université de Lille,,https://www.topuniversities.com/universities/universite-de-lille,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg,751-800,,701-750,,651-700,,,,,,50.6314582,3.0753193,"50.6314582,3.0753193",
985,801-1000,Université de Lorraine,,https://www.topuniversities.com/universities/universite-de-lorraine,France,Nancy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,801-1000,,751-800,,701-750,,751-800,,701+,,48.69617674,6.176538401,"48.69617673807868,6.176538400577143",
986,801-1000,Université de Nantes,,https://www.topuniversities.com/universities/universite-de-nantes,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,47.2096125,-1.5559578,"47.2096125,-1.5559578",
987,801-1000,Université de Rennes 1,,https://www.topuniversities.com/universities/universite-de-rennes-1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,801-1000,,801-1000,,701-750,,651-700,,601-650,,48.117266,-1.6777926,"48.117266,-1.6777926",
988,801-1000,Verona University,,https://www.topuniversities.com/universities/verona-university,Italy,Verona,Europe,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,45.4365011,11.0032198,"45.4365011,11.0032198",
989,801-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),,https://www.topuniversities.com/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg,801-1000,,701-750,,701-750,,,,,,10.8685082,106.7963655,"10.8685082,106.7963655",
990,801-1000,"Vietnam National University, Hanoi ",,https://www.topuniversities.com/universities/vietnam-national-university-hanoi,Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg,801-1000,,801-1000,,801-1000,,,,,,21.0210617,105.8585732,"21.0210617,105.8585732",
991,801-1000,Vytautas Magnus University,,https://www.topuniversities.com/universities/vytautas-magnus-university,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,54.8986396,23.9140556,"54.8986396,23.9140556",
992,801-1000,West Virginia University,,https://www.topuniversities.com/universities/west-virginia-university,United States,Morgantown,North America,https://www.topuniversities.com/sites/default/files/west-virginia-university_592560cf2aeae70239af531c_small.jpg,,,,,,,,,,,39.6480359,-79.9697147,"39.6480359,-79.9697147",
993,801-1000,Wroclaw University of Science and Technology (WRUST),,https://www.topuniversities.com/universities/wroclaw-university-science-technology-wrust,Poland,Wroclaw ,Europe,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,,,51.1077469,17.0625052,"51.1077469,17.0625052",
994,801-1000,Wuhan University of Technology,,https://www.topuniversities.com/universities/wuhan-university-technology,China (Mainland),Wuhan,Asia,https://www.topuniversities.com/sites/default/files/wuhan-university-of-technology_890_small.jpg,801-1000,,801-1000,,,,,,,,30.5986568,114.3424844,"30.5986568,114.3424844",
995,801-1000,Xi'an Jiaotong Liverpool University,,https://www.topuniversities.com/universities/xian-jiaotong-liverpool-university,China (Mainland),Suzhou,Asia,https://www.topuniversities.com/sites/default/files/xian-jiaotong-liverpool-university_592560cf2aeae70239af581d_small.jpg,801-1000,,801-1000,,,,,,,,31.274822,120.738094,"31.274822,120.738094",
996,801-1000,Yamaguchi University ,,https://www.topuniversities.com/universities/yamaguchi-university,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,801-1000,,701-750,,701-750,,751-800,,701+,,34.1486699,131.46792,"34.1486699,131.46792",
997,801-1000,Yerevan State University,,https://www.topuniversities.com/universities/yerevan-state-university,Armenia,,Asia,https://www.topuniversities.com/sites/default/files/yerevan-state-university_592560e59988f300e2321a5c_small.jpg,,,,,,,,,,,40.1817804,44.5262434,"40.1817804,44.5262434",
998,801-1000,Yeungnam University ,,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,651-700,,35.8322412,128.7575697,"35.8322412,128.7575697",
999,801-1000,Yokohama National University,,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,801-1000,,751-800,,701-750,,751-800,,701+,,35.4731901,139.5908518,"35.4731901,139.5908518",
1000,1001-1200,Al Quds University The Arab University in Jerusalem,,https://www.topuniversities.com/universities/al-quds-university-arab-university-jerusalem,"Palestinian Territory, Occupied",Jerusalem,Asia,https://www.topuniversities.com/sites/default/files/al-quds-university-the-arab-university-in-jerusalem_592560cf2aeae70239af5474_small.jpg,,,,,,,,,,,31.7557584,35.2600622,"31.7557584,35.2600622",
1001,1001-1200,Al-Azhar University,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,1001+,,,,,,,,,,30.044522,31.2638223,"30.044522,31.2638223",
1002,1001-1200,Alexandria University ,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,801-1000,,801-1000,,801-1000,,751-800,,701+,,31.2105711,29.9130705,"31.2105711,29.9130705",
1003,1001-1200,Aligarh Muslim University,,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,,,27.9135016,78.0781901,"27.9135016,78.0781901",
1004,1001-1200,Amity University,,https://www.topuniversities.com/universities/amity-university,India,Noida,Asia,https://www.topuniversities.com/sites/default/files/amity-university_592560cf2aeae70239af563b_small.jpg,1001+,,1001+,,801-1000,,,,,,28.5439106,77.3331085,"28.5439106,77.3331085",
1005,1001-1200,Amrita Vishwa Vidyapeetham,,https://www.topuniversities.com/universities/amrita-vishwa-vidyapeetham,India,Amritapuri,Asia,https://www.topuniversities.com/sites/default/files/new-white-logo-with-bg-color-48x48.jpg,801-1000,,801-1000,,801-1000,,,,,,10.9026791,76.9006279,"10.9026791,76.9006279",
1006,1001-1200,An-Najah National University,,https://www.topuniversities.com/universities/najah-national-university,"Palestinian Territory, Occupied",Nablus,Asia,https://www.topuniversities.com/sites/default/files/an-najah-national-university_592560cf2aeae70239af5468_small.jpg,1001+,,,,,,,,,,32.227551,35.2206254,"32.227551,35.2206254",
1007,1001-1200,Anadolu University,,https://www.topuniversities.com/universities/anadolu-university,Turkey,Eskisehir,Asia,https://www.topuniversities.com/sites/default/files/anadolu-university_592560cf2aeae70239af5a3c_small.jpg,,,,,,,,,,,39.789626,30.5006587,"39.789626,30.5006587",
1008,1001-1200,Assiut University ,,https://www.topuniversities.com/universities/assiut-university,Egypt,Asyut,Africa,https://www.topuniversities.com/sites/default/files/assiut-university-_592560cf2aeae70239af4f3a_small.jpg,1001+,,801-1000,,801-1000,,,,,,27.1873662,31.1702453,"27.1873662,31.1702453",
1009,1001-1200,Athens University of Economics and Business,,https://www.topuniversities.com/universities/athens-university-economics-business,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,37.994017,23.732793,"37.994017,23.732793",
1010,1001-1200,Azerbaijan State University of Economics,,https://www.topuniversities.com/universities/azerbaijan-state-university-economics,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/azerbaijan-state-university-of-economics_14955_small.jpg,1001+,,1001+,,,,,,,,40.3676432,49.8321652,"40.3676432,49.8321652",
1011,1001-1200,BRAC University,,https://www.topuniversities.com/universities/brac-university,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/brac-university_853_small.jpg,,,,,,,,,,,23.7801463,90.4071704,"23.7801463,90.4071704",
1012,1001-1200,Babes-Bolyai University,,https://www.topuniversities.com/universities/babes-bolyai-university,Romania,Cluj-Napoca,Europe,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,46.7671409,23.5921395,"46.7671409,23.5921395",
1013,1001-1200,Baku State University,,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,40.3745539,49.8114651,"40.3745539,49.8114651",
1014,1001-1200,Banaras Hindu University,,https://www.topuniversities.com/universities/banaras-hindu-university,India,Varanasi,Asia,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,25.2677203,82.9912582,"25.2677203,82.9912582",
1015,1001-1200,Baylor University,,https://www.topuniversities.com/universities/baylor-university,United States,Waco,North America,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,801-1000,,801-1000,,801-1000,,801-1000,,701+,,31.5488923,-97.1130573,"31.5488923,-97.1130573",
1016,1001-1200,Belarusian State University of Informatics and Radioelectronics,,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg,1001+,,,,,,,,,,53.9188056,27.5937053,"53.9188056,27.5937053",
1017,1001-1200,Benemérita Universidad Autónoma de Puebla,,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,1001+,,1001+,,801-1000,,801-1000,,701+,,19.0414398,-98.2062727,"19.0414398,-98.2062727",
1018,1001-1200,Bina Nusantara University (BINUS),,https://www.topuniversities.com/universities/bina-nusantara-university-binus,Indonesia,Jakarta,Asia,https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_small.jpg,801-1000,,801-1000,,,,,,,,-2.970948408,104.770989,"-2.9709484080359823,104.77098900647638",
1019,1001-1200,"Birla Institute of Technology and Science, Pilani",,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,,,28.3588163,75.5880204,"28.3588163,75.5880204",
1020,1001-1200,Birmingham City University ,,https://www.topuniversities.com/universities/birmingham-city-university,United Kingdom,Birmingham,Europe,https://www.topuniversities.com/sites/default/files/birmingham-city-university-_592560cf2aeae70239af4af8_small.jpg,801-1000,,801-1000,,,,,,,,52.486243,-1.890401,"52.486243,-1.890401",
1021,1001-1200,Brigham Young University,,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,1001+,,751-800,,801-1000,,751-800,,651-700,,40.2518435,-111.6493156,"40.2518435,-111.6493156",
1022,1001-1200,British University in Egypt,,https://www.topuniversities.com/universities/british-university-egypt,Egypt,Sharqia,Africa,https://www.topuniversities.com/sites/default/files/british-university-in-egypt_592560e29988f300e232122d_small.jpg,,,,,,,,,,,30.1177753,31.605976,"30.1177753,31.605976",
1023,1001-1200,Brock University,,https://www.topuniversities.com/universities/brock-university,Canada,St. Catharines,North America,https://www.topuniversities.com/sites/default/files/brock-university_592560cf2aeae70239af5178_small.jpg,,,,,,,,,,,43.1175731,-79.2476925,"43.1175731,-79.2476925",
1024,1001-1200,COMSATS University Islamabad,,https://www.topuniversities.com/universities/comsats-university-islamabad,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg,801-1000,,801-1000,,751-800,,,,,,33.6518263,73.1565933,"33.6518263,73.1565933",
1025,1001-1200,Canterbury Christ Church University,,https://www.topuniversities.com/universities/canterbury-christ-church-university,United Kingdom,Bexleyheath,Europe,https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg,1001+,,801-1000,,,,,,,,51.279496,1.0898758,"51.279496,1.0898758",
1026,1001-1200,Católica de Córdoba,,https://www.topuniversities.com/universities/catolica-de-cordoba,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/catholic-university-of-cordoba_592560cf2aeae70239af5899_small.jpg,1001+,,,,,,,,,,-31.41940613,-64.18685771,"-31.419406131504825,-64.18685770576512",
1027,1001-1200,Chang Jung Christian University,,https://www.topuniversities.com/universities/chang-jung-christian-university,Taiwan,Tainan City,Asia,https://www.topuniversities.com/sites/default/files/chang-jung-christian-university_5c65353a5c52f30ed41c5bb1_small.jpg,,,,,,,,,,,22.905029,120.27265,"22.905029,120.27265",
1028,1001-1200,China University of Political Science and Law,,https://www.topuniversities.com/universities/china-university-political-science-law,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/china-university-of-political-science-and-law_2021_small.jpg,,,,,,,,,,,39.965789,116.351772,"39.965789,116.351772",
1029,1001-1200,Chung Yuan Christian University,,https://www.topuniversities.com/universities/chung-yuan-christian-university,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,1001+,,,,,,,,,,24.9573827,121.2407764,"24.9573827,121.2407764",
1030,1001-1200,Chungbuk National University,,https://www.topuniversities.com/universities/chungbuk-national-university,South Korea,Cheongju,Asia,https://www.topuniversities.com/sites/default/files/chungbuk-national-university_592560cf2aeae70239af4e98_small.jpg,,,,,,,,,,,36.6287079,127.460581,"36.6287079,127.460581",
1031,1001-1200,Diponegoro University,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,1001+,,801-1000,,801-1000,,801-1000,,701+,,-7.0519625,110.4408916,"-7.0519625,110.4408916",
1032,1001-1200,Doshisha University,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,1001+,,1001+,,801-1000,,801-1000,,701+,,35.0300916,135.7606883,"35.0300916,135.7606883",
1033,1001-1200,EGE UNIVERSITY,,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,1001+,,,,,,,,,,38.4574615,27.2282167,"38.4574615,27.2282167",
1034,1001-1200,Escuela Politécnica Nacional,,https://www.topuniversities.com/universities/escuela-politecnica-nacional,Ecuador,,Latin America,https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small.jpg,801-1000,,801-1000,,,,,,,,-0.210167269,-78.48867976,"-0.2101672686497479,-78.48867975585611",
1035,1001-1200,Escuela Superior Politécnica del Litoral (ESPOL),,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Ecuador,Guayaquil,Latin America,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,1001+,,801-1000,,801-1000,,,,,,-2.1480702,-79.9644896,"-2.1480702,-79.9644896",
1036,1001-1200,Feng Chia University,,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,1001+,,1001+,,801-1000,,801-1000,,,,24.22595378,120.5772392,"24.22595378184521,120.57723917967654",
1037,1001-1200,Florida Atlantic University - Boca Raton,,https://www.topuniversities.com/universities/florida-atlantic-university-boca-raton,United States,Boca Raton,North America,https://www.topuniversities.com/sites/default/files/florida-atlantic-university-boca-raton_592560cf2aeae70239af5189_small.jpg,,,,,,,,,,,26.3749876,-80.1010633,"26.3749876,-80.1010633",
1038,1001-1200,Fu Jen Catholic University,,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,1001+,,1001+,,801-1000,,801-1000,,701+,,25.0362418,121.4323211,"25.0362418,121.4323211",
1039,1001-1200,Gazi _niversitesi,,https://www.topuniversities.com/universities/gazi-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,1001+,,,,,,,,,,39.9396355,32.8223059,"39.9396355,32.8223059",
1040,1001-1200,Glasgow Caledonian University,,https://www.topuniversities.com/universities/glasgow-caledonian-university,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/glasgow-caledonian-university_1649_small.jpg,801-1000,,801-1000,,,,,,,,55.8668183,-4.2499602,"55.8668183,-4.2499602",
1041,1001-1200,Harper Adams University,,https://www.topuniversities.com/universities/harper-adams-university,United Kingdom,Newport,Europe,https://www.topuniversities.com/sites/default/files/harper-adams-university_592560cf2aeae70239af4d76_small.jpg,,,1001+,,,,,,,,52.778955,-2.4277048,"52.778955,-2.4277048",
1042,1001-1200,Imam Mohammad Ibn Saud Islamic University _ IMSIU,,https://www.topuniversities.com/universities/imam-mohammad-ibn-saud-islamic-university-imsiu,Saudi Arabia,Riyadh,Asia,https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg,,,,,,,,,,,24.8113861,46.7012672,"24.8113861,46.7012672",
1043,1001-1200,"Indian Institute of Information Technology, Allahabad",,https://www.topuniversities.com/universities/indian-institute-information-technology-allahabad,India,Prayagraj,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-information-technology-iiit-allahabad_592560cf2aeae70239af4e0f_small.jpg,,,1001+,,,,,,,,25.4299114,81.7711827,"25.4299114,81.7711827",
1044,1001-1200,Irkutsk State University,,https://www.topuniversities.com/universities/irkutsk-state-university,Russia,Irkutsk,Europe,https://www.topuniversities.com/sites/default/files/irkutsk-state-university_592560cf2aeae70239af5064_small.jpg,,,,,,,,,,,52.2766643,104.2777445,"52.2766643,104.2777445",
1045,1001-1200,Istanbul Aydin University  ,,https://www.topuniversities.com/universities/istanbul-aydin-university,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-aydin-university-_592560cf2aeae70239af50c0_small.jpg,,,,,,,,,,,40.9905166,28.7971611,"40.9905166,28.7971611",
1046,1001-1200,Istanbul Bilgi _niversitesi,,https://www.topuniversities.com/universities/istanbul-bilgi-universitesi,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-bilgi-niversitesi_592560cf2aeae70239af50c3_small.jpg,,,,,,,,,,,41.0082376,28.9783589,"41.0082376,28.9783589",
